code,dataset,field,code_type,description,group,subgroup1,subgroup2,subgroup3,certitude,certitude_numeric,flag
E72.2,hes_apc,diag,icd10,disorders of urea cycle metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E72.3,hes_apc,diag,icd10,disorders of lysine and hydroxylysine metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E72.4,hes_apc,diag,icd10,disorders of ornithine metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E72.5,hes_apc,diag,icd10,disorders of glycine metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E72.8,hes_apc,diag,icd10,other specified disorders of amino-acid metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E72.9,hes_apc,diag,icd10,disorder of amino-acid metabolism unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E74,hes_apc,diag,icd10,other disorders of carbohydrate metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E74.0,hes_apc,diag,icd10,glycogen storage disease,non_perinatal,b_cong_inherit,b6_metabolic,,maybe,1.75,
E74.1,hes_apc,diag,icd10,disorders of fructose metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,maybe,1.75,
E74.2,hes_apc,diag,icd10,disorders of galactose metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2,
E74.3,hes_apc,diag,icd10,other disorders of intestinal carbohydrate absorption,non_perinatal,b_cong_inherit,b6_metabolic,,maybe,1.75,
E74.4,hes_apc,diag,icd10,disorders of pyruvate metabolism and gluconeogenesis,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2,
E74.8,hes_apc,diag,icd10,other specified disorders of carbohydrate metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,maybe,1.75,
E74.9,hes_apc,diag,icd10,disorder of carbohydrate metabolism unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.75,
E75,hes_apc,diag,icd10,disorders of sphingolipid metabolism and other lipid storage disorders,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E75.0,hes_apc,diag,icd10,gmôéé gangliosidosis,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E75.1,hes_apc,diag,icd10,other gangliosidosis,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E75.2,hes_apc,diag,icd10,other sphingolipidosis,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E75.3,hes_apc,diag,icd10,sphingolipidosis unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E75.4,hes_apc,diag,icd10,neuronal ceroid lipofuscinosis,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E75.5,hes_apc,diag,icd10,other lipid storage disorders,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E75.6,hes_apc,diag,icd10,lipid storage disorder unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E76,hes_apc,diag,icd10,disorders of glycosaminoglycan metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.75,
E76.0,hes_apc,diag,icd10,mucopolysaccharidosis type i,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E76.1,hes_apc,diag,icd10,mucopolysaccharidosis type ii,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E76.2,hes_apc,diag,icd10,other mucopolysaccharidoses,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E76.3,hes_apc,diag,icd10,mucopolysaccharidosis unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E76.8,hes_apc,diag,icd10,other disorders of glucosaminoglycan metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.75,
E76.9,hes_apc,diag,icd10,disorder of glucosaminoglycan metabolism unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.75,
E77,hes_apc,diag,icd10,disorders of glycoprotein metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E77.0,hes_apc,diag,icd10,defects in post-translational modification of lysosomal enzymes,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E77.1,hes_apc,diag,icd10,defects in glycoprotein degradation,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E77.8,hes_apc,diag,icd10,other disorders of glycoprotein metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E77.9,hes_apc,diag,icd10,disorder of glycoprotein metabolism unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.75,
E79.1,hes_apc,diag,icd10,lesch-nyhan syndrome,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E79.8,hes_apc,diag,icd10,other disorders of purine and pyrimidine metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E79.9,hes_apc,diag,icd10,disorder of purine and pyrimidine metabolism unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E83.0,hes_apc,diag,icd10,disorders of copper metabolism,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E85.1,hes_apc,diag,icd10,neuropathic heredofamilial amyloidosis,non_perinatal,b_cong_inherit,b6_metabolic,,definite,3,
E88.8,hes_apc,diag,icd10,other specified metabolic disorders,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
E88.9,hes_apc,diag,icd10,metabolic disorder unspecified,non_perinatal,b_cong_inherit,b6_metabolic,,definite,2.5,
D82.1,hes_apc,diag,icd10,di george syndrome,non_perinatal,b_cong_inherit,,,definite,3,
Q75.0,hes_apc,diag,icd10,craniosynostosis,non_perinatal,b_cong_inherit,,,maybe,1.75,
Q85,hes_apc,diag,icd10,phakomatoses not elsewhere classified,non_perinatal,b_cong_inherit,,,definite,2.75,
Q85.0,hes_apc,diag,icd10,neurofibromatosis (nonmalignant),non_perinatal,b_cong_inherit,,,definite,3,
Q85.1,hes_apc,diag,icd10,tuberous sclerosis,non_perinatal,b_cong_inherit,,,definite,3,
Q85.8,hes_apc,diag,icd10,other phakomatoses not elsewhere classified,non_perinatal,b_cong_inherit,,,definite,3,
Q85.9,hes_apc,diag,icd10,phakomatosis unspecified,non_perinatal,b_cong_inherit,,,definite,3,
Q86.1,hes_apc,diag,icd10,fetal hydantoin syndrome,non_perinatal,b_cong_inherit,,,definite,3,
Q86.2,hes_apc,diag,icd10,dysmorphism due to warfarin,non_perinatal,b_cong_inherit,,,definite,3,
Q86.8,hes_apc,diag,icd10,other congenital malformation syndromes due to known exogenous causes,non_perinatal,b_cong_inherit,,,definite,2.25,
Q87.0,hes_apc,diag,icd10,congenital malformation syndromes predominantly affecting facial appearance,non_perinatal,b_cong_inherit,,,definite,2.25,
Q87.1,hes_apc,diag,icd10,congenital malformation syndromes predominantly associated with short stature,non_perinatal,b_cong_inherit,,,definite,2.25,
Q87.2,hes_apc,diag,icd10,congenital malformation syndromes predominantly involving limbs,non_perinatal,b_cong_inherit,,,definite,2.5,
Q87.3,hes_apc,diag,icd10,congenital malformation syndromes involving early overgrowth,non_perinatal,b_cong_inherit,,,definite,2.25,
Q87.5,hes_apc,diag,icd10,other congenital malformation syndromes with other skeletal changes,non_perinatal,b_cong_inherit,,,definite,2.25,
Q87.8,hes_apc,diag,icd10,other specified congenital malformation syndromes not elsewhere classified,non_perinatal,b_cong_inherit,,,definite,2.25,
Q89.9,hes_apc,diag,icd10,congenital malformation unspecified,non_perinatal,b_cong_inherit,,,definite,2.25,
A12,hes_apc,diag,opcs4,creation of connection from ventricle of brain,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2.75,overlap_perinatal
A13,hes_apc,diag,opcs4,attention to component of connection from ventricle of brain,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2.5,overlap_perinatal
A14,hes_apc,diag,opcs4,other operations on connection from ventricle of brain,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2.75,overlap_perinatal
A16,hes_apc,diag,opcs4,other open operations on ventricle of brain,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2.5,overlap_perinatal
G91,hes_apc,diag,icd10,hydrocephalus,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2.75,overlap_perinatal
G91.0,hes_apc,diag,icd10,communicating hydrocephalus,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,3,overlap_perinatal
G91.1,hes_apc,diag,icd10,obstructive hydrocephalus,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,3,overlap_perinatal
G91.2,hes_apc,diag,icd10,normal-pressure hydrocephalus,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2,overlap_perinatal
G91.3,hes_apc,diag,icd10,post-traumatic hydrocephalus unspecified,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,3,overlap_perinatal
G91.8,hes_apc,diag,icd10,other hydrocephalus,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,3,overlap_perinatal
G91.9,hes_apc,diag,icd10,hydrocephalus unspecified,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,3,overlap_perinatal
G94.0,hes_apc,diag,icd10,hydrocephalus in infectious and parasitic diseases classified elsewhere,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2.75,overlap_perinatal
G94.1,hes_apc,diag,icd10,hydrocephalus in neoplastic disease,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2.75,overlap_perinatal
G94.2,hes_apc,diag,icd10,hydrocephalus in other diseases classified elsewhere,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,2.75,overlap_perinatal
G97.2,hes_apc,diag,icd10,intracranial hypotension following ventricular shunting,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,3,overlap_perinatal
T85.0,hes_apc,diag,icd10,mechanical complication of ventricular intracranial (communicating) shunt,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,3,overlap_perinatal
Z98.2,hes_apc,diag,icd10,presence of cerebrospinal fluid drainage device,non_perinatal,c_high_risk,c1_hydrocephalus,,definite,3,overlap_perinatal
G46,hes_apc,diag,icd10,vascular syndromes of brain in cerebrovascular diseases,non_perinatal,c_high_risk,c2_stroke,,definite,2,overlap_perinatal
G46.0,hes_apc,diag,icd10,middle cerebral artery syndrome,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
G46.1,hes_apc,diag,icd10,anterior cerebral artery syndrome,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
G46.2,hes_apc,diag,icd10,posterior cerebral artery syndrome,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
G46.3,hes_apc,diag,icd10,brain stem stroke syndrome,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
G46.4,hes_apc,diag,icd10,cerebellar stroke syndrome,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
G46.5,hes_apc,diag,icd10,pure motor lacunar syndrome,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
G46.6,hes_apc,diag,icd10,pure sensory lacunar syndrome,non_perinatal,c_high_risk,c2_stroke,,definite,2,overlap_perinatal
G46.7,hes_apc,diag,icd10,other lacunar syndromes,non_perinatal,c_high_risk,c2_stroke,,definite,2.75,overlap_perinatal
G46.8,hes_apc,diag,icd10,other vascular syndromes of brain in cerebrovascular diseases,non_perinatal,c_high_risk,c2_stroke,,definite,2.75,overlap_perinatal
I60,hes_apc,diag,icd10,subarachnoid haemorrhage,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.0,hes_apc,diag,icd10,subarachnoid haemorrhage from carotid siphon and bifurcation,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.1,hes_apc,diag,icd10,subarachnoid haemorrhage from middle cerebral artery,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.2,hes_apc,diag,icd10,subarachnoid haemorrhage from anterior communicating artery,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.3,hes_apc,diag,icd10,subarachnoid haemorrhage from posterior communicating artery,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.4,hes_apc,diag,icd10,subarachnoid haemorrhage from basilar artery,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.5,hes_apc,diag,icd10,subarachnoid haemorrhage from vertebral artery,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.6,hes_apc,diag,icd10,subarachnoid haemorrhage from other intracranial arteries,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.7,hes_apc,diag,icd10,subarachnoid haemorrhage from intracranial artery unspecified,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.8,hes_apc,diag,icd10,other subarachnoid haemorrhage,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I60.9,hes_apc,diag,icd10,subarachnoid haemorrhage unspecified,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61,hes_apc,diag,icd10,intracerebral haemorrhage,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.0,hes_apc,diag,icd10,intracerebral haemorrhage in hemisphere subcortical,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.1,hes_apc,diag,icd10,intracerebral haemorrhage in hemisphere cortical,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.2,hes_apc,diag,icd10,intracerebral haemorrhage in hemisphere unspecified,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.3,hes_apc,diag,icd10,intracerebral haemorrhage in brain stem,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.4,hes_apc,diag,icd10,intracerebral haemorrhage in cerebellum,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.5,hes_apc,diag,icd10,intracerebral haemorrhage intraventricular,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.6,hes_apc,diag,icd10,intracerebral haemorrhage multiple localized,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.8,hes_apc,diag,icd10,other intracerebral haemorrhage,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I61.9,hes_apc,diag,icd10,intracerebral haemorrhage unspecified,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63,hes_apc,diag,icd10,cerebral infarction,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.0,hes_apc,diag,icd10,cerebral infarction due to thrombosis of precerebral arteries,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.1,hes_apc,diag,icd10,cerebral infarction due to embolism of precerebral arteries,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.2,hes_apc,diag,icd10,cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.3,hes_apc,diag,icd10,cerebral infarction due to thrombosis of cerebral arteries,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.4,hes_apc,diag,icd10,cerebral infarction due to embolism of cerebral arteries,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.5,hes_apc,diag,icd10,cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.6,hes_apc,diag,icd10,cerebral infarction due to cerebral venous thrombosis nonpyogenic,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.8,hes_apc,diag,icd10,other cerebral infarction,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I63.9,hes_apc,diag,icd10,cerebral infarction unspecified,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I64,hes_apc,diag,icd10,stroke not specified as haemorrhage or infarction,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I67,hes_apc,diag,icd10,other cerebrovascular diseases,non_perinatal,c_high_risk,c2_stroke,,definite,2.75,
I67.0,hes_apc,diag,icd10,dissection of cerebral arteries nonruptured,non_perinatal,c_high_risk,c2_stroke,,definite,2,overlap_perinatal
I67.1,hes_apc,diag,icd10,cerebral aneurysm nonruptured,non_perinatal,c_high_risk,c2_stroke,,maybe,1.75,overlap_perinatal
I67.2,hes_apc,diag,icd10,cerebral atherosclerosis,non_perinatal,c_high_risk,c2_stroke,,maybe,1.75,
I67.3,hes_apc,diag,icd10,progressive vascular leukoencephalopathy,non_perinatal,c_high_risk,c2_stroke,,definite,2,overlap_perinatal
I67.4,hes_apc,diag,icd10,hypertensive encephalopathy,non_perinatal,c_high_risk,c2_stroke,,definite,3,
I67.5,hes_apc,diag,icd10,moyamoya disease,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I67.6,hes_apc,diag,icd10,nonpyogenic thrombosis of intracranial venous system,non_perinatal,c_high_risk,c2_stroke,,definite,2,overlap_perinatal
I67.7,hes_apc,diag,icd10,cerebral arteritis not elsewhere classified,non_perinatal,c_high_risk,c2_stroke,,maybe,1.75,overlap_perinatal
I67.8,hes_apc,diag,icd10,other specified cerebrovascular diseases,non_perinatal,c_high_risk,c2_stroke,,maybe,1.75,overlap_perinatal
I67.9,hes_apc,diag,icd10,cerebrovascular disease unspecified,non_perinatal,c_high_risk,c2_stroke,,maybe,1.75,overlap_perinatal
I68.0,hes_apc,diag,icd10,cerebral amyloid angiopathy,non_perinatal,c_high_risk,c2_stroke,,definite,3,
I69,hes_apc,diag,icd10,sequelae of cerebrovascular disease,non_perinatal,c_high_risk,c2_stroke,,definite,3,
I69.0,hes_apc,diag,icd10,sequelae of subarachnoid haemorrhage,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I69.1,hes_apc,diag,icd10,sequelae of intracerebral haemorrhage,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I69.2,hes_apc,diag,icd10,sequelae of other nontraumatic intracranial haemorrhage,non_perinatal,c_high_risk,c2_stroke,,definite,3,
I69.3,hes_apc,diag,icd10,sequelae of cerebral infarction,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I69.4,hes_apc,diag,icd10,sequelae of stroke not specified as haemorrhage or infarction,non_perinatal,c_high_risk,c2_stroke,,definite,3,overlap_perinatal
I69.8,hes_apc,diag,icd10,sequelae of other and unspecified cerebrovascular diseases,non_perinatal,c_high_risk,c2_stroke,,definite,3,
I78.0,hes_apc,diag,icd10,hereditary haemorrhagic telangiectasia,non_perinatal,c_high_risk,c2_stroke,,definite,2,
C70,hes_apc,diag,icd10,malignant neoplasm of meninges,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C70.0,hes_apc,diag,icd10,malignant neoplasm: cerebral meninges,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C70.1,hes_apc,diag,icd10,malignant neoplasm: spinal meninges,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C70.9,hes_apc,diag,icd10,malignant neoplasm: meninges unspecified,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71,hes_apc,diag,icd10,malignant neoplasm of brain,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.0,hes_apc,diag,icd10,malignant neoplasm: cerebrum except lobes and ventricles,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.1,hes_apc,diag,icd10,malignant neoplasm: frontal lobe,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.2,hes_apc,diag,icd10,malignant neoplasm: temporal lobe,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.3,hes_apc,diag,icd10,malignant neoplasm: parietal lobe,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.4,hes_apc,diag,icd10,malignant neoplasm: occipital lobe,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.5,hes_apc,diag,icd10,malignant neoplasm: cerebral ventricle,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.6,hes_apc,diag,icd10,malignant neoplasm: cerebellum,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.7,hes_apc,diag,icd10,malignant neoplasm: brain stem,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.8,hes_apc,diag,icd10,malignant neoplasm: overlapping lesion of brain,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C71.9,hes_apc,diag,icd10,malignant neoplasm: brain unspecified,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72,hes_apc,diag,icd10,malignant neoplasm of spinal cord cranial nerves and other parts of central nervous system,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72.0,hes_apc,diag,icd10,malignant neoplasm: spinal cord,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72.1,hes_apc,diag,icd10,malignant neoplasm: cauda equina,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72.2,hes_apc,diag,icd10,malignant neoplasm: olfactory nerve,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72.3,hes_apc,diag,icd10,malignant neoplasm: optic nerve,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72.4,hes_apc,diag,icd10,malignant neoplasm: acoustic nerve,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72.5,hes_apc,diag,icd10,malignant neoplasm: other and unspecified cranial nerves,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72.8,hes_apc,diag,icd10,malignant neoplasm: overlapping lesion of brain and other parts of central nervous system,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
C72.9,hes_apc,diag,icd10,malignant neoplasm: central nervous system unspecified,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
D32,hes_apc,diag,icd10,benign neoplasm of meninges,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D32.0,hes_apc,diag,icd10,benign neoplasm: cerebral meninges,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D32.1,hes_apc,diag,icd10,benign neoplasm: spinal meninges,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D32.9,hes_apc,diag,icd10,benign neoplasm: meninges unspecified,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D33,hes_apc,diag,icd10,benign neoplasm of brain and other parts of central nervous system,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D33.0,hes_apc,diag,icd10,benign neoplasm: brain supratentorial,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
D33.1,hes_apc,diag,icd10,benign neoplasm: brain infratentorial,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
D33.2,hes_apc,diag,icd10,benign neoplasm: brain unspecified,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
D33.3,hes_apc,diag,icd10,benign neoplasm: cranial nerves,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
D33.4,hes_apc,diag,icd10,benign neoplasm: spinal cord,non_perinatal,c_high_risk,c3_tumours,,definite,2.75,
D33.7,hes_apc,diag,icd10,benign neoplasm: other specified parts of central nervous system,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D33.9,hes_apc,diag,icd10,benign neoplasm: central nervous system unspecified,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D43,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of brain and central nervous system,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D43.0,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour: brain supratentorial,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D43.1,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour: brain infratentorial,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D43.2,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour: brain unspecified,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D43.3,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour: cranial nerves,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D43.4,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour: spinal cord,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D43.7,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour: other parts of central nervous system,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
D43.9,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour: central nervous system unspecified,non_perinatal,c_high_risk,c3_tumours,,definite,2.5,
A06.6,hes_apc,diag,icd10,amoebic brain abscess,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
A17,hes_apc,diag,icd10,tuberculosis of nervous system,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
A17.0,hes_apc,diag,icd10,tuberculous meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
A17.1,hes_apc,diag,icd10,meningeal tuberculoma,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
A17.8,hes_apc,diag,icd10,other tuberculosis of nervous system,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
A17.9,hes_apc,diag,icd10,tuberculosis of nervous system unspecified,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
A20.3,hes_apc,diag,icd10,plague meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
A32.1,hes_apc,diag,icd10,listerial meningitis and meningoencephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
A39.0,hes_apc,diag,icd10,meningococcal meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
A52.1,hes_apc,diag,icd10,symptomatic neurosyphilis,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
A52.2,hes_apc,diag,icd10,asymptomatic neurosyphilis,non_perinatal,c_high_risk,c4_inflammatory,,definite,2.75,
A52.3,hes_apc,diag,icd10,neurosyphilis unspecified,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
A80.0,hes_apc,diag,icd10,acute paralytic poliomyelitis vaccine-associated,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
A80.1,hes_apc,diag,icd10,acute paralytic poliomyelitis wild virus imported,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
A80.2,hes_apc,diag,icd10,acute paralytic poliomyelitis wild virus indigenous,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
A80.3,hes_apc,diag,icd10,acute paralytic poliomyelitis other and unspecified,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
A80.9,hes_apc,diag,icd10,acute poliomyelitis unspecified,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
A82,hes_apc,diag,icd10,rabies,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
A82.0,hes_apc,diag,icd10,sylvatic rabies,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
A82.1,hes_apc,diag,icd10,urban rabies,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
A82.9,hes_apc,diag,icd10,rabies unspecified,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
A83,hes_apc,diag,icd10,mosquito-borne viral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,
A83.0,hes_apc,diag,icd10,japanese encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,
A83.1,hes_apc,diag,icd10,western equine encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,
A83.2,hes_apc,diag,icd10,eastern equine encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,
