code,dataset,field,code_type,group,subgroup,reason_for_removal
_5A02116,hes_apc,diag,icd-10-pcs,cardio,devices [cardio],icd-10-pcs codes not used in HES
_5A0211D,hes_apc,diag,icd-10-pcs,cardio,devices [cardio],icd-10-pcs codes not used in HES
_5A02210,hes_apc,diag,icd-10-pcs,cardio,devices [cardio],icd-10-pcs codes not used in HES
_5A02216,hes_apc,diag,icd-10-pcs,cardio,devices [cardio],icd-10-pcs codes not used in HES
_5A0221D,hes_apc,diag,icd-10-pcs,cardio,devices [cardio],icd-10-pcs codes not used in HES
_02YA0Z0,hes_apc,diag,icd-10-pcs,cardio,transplantation [cardio],icd-10-pcs codes not used in HES
_02YA0Z1,hes_apc,diag,icd-10-pcs,cardio,transplantation [cardio],icd-10-pcs codes not used in HES
_02YA0Z2,hes_apc,diag,icd-10-pcs,cardio,transplantation [cardio],icd-10-pcs codes not used in HES
_0B110Z4,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0B113Z4,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0B114Z4,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTC0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTC4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTD0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTD4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTF0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTF4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTG0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTG4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTJ0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTJ4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTK0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTK4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTL0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTL4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTM0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0BTM4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0CTS0ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0CTS4ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0CTS7ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
_0CTS8ZZ,hes_apc,diag,icd-10-pcs,resp,other [resp],icd-10-pcs codes not used in HES
J96.20,hes_apc,diag,icd-10-cm,resp,chronic_resp_dis,icd-10-cm (including J96.2) not used in HES
_0BHR3MZ,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0BHR4MZ,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0BHS0MZ,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0BHS3MZ,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0BHS4MZ,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0BW10FZ,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0BW13FZ,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0BW14FZ,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0JH604Z,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0JH634Z,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0JH804Z,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0JH834Z,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0WQ6XZ2,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_3E1F78Z,hes_apc,diag,icd-10-pcs,resp,devices [resp],icd-10-pcs codes not used in HES
_0BYC0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYC0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYC0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYD0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYD0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYD0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYF0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYF0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYF0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYG0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYG0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYG0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYH0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYH0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYH0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYJ0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYJ0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYJ0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYK0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYK0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYK0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYL0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYL0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYL0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYM0Z0,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYM0Z1,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0BYM0Z2,hes_apc,diag,icd-10-pcs,resp,transplantation [resp],icd-10-pcs codes not used in HES
_0T160Z8,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T160ZA,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T164Z8,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T164ZA,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T170Z8,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T170ZA,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T174Z8,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T174ZA,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T180Z8,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T180ZA,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T184Z8,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0T184ZA,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB60ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB63ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB64ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB67ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB68ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB70ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB73ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB74ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB77ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TB78ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT00ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT04ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT10ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT14ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT20ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT24ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT60ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT64ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT67ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT68ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT70ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT74ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT77ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TT78ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TTB0ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TTB4ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TTB7ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TTB8ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TTD0ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TTD4ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TTD7ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_0TTD8ZZ,hes_apc,diag,icd-10-pcs,renal_urol,other [renal_urol],icd-10-pcs codes not used in HES
_031209D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031209F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03120AD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03120AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03120JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03120JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03120KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03120KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03120ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03120ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031309D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031309F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03130AD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03130AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03130JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03130JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03130KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03130KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03130ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03130ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031409D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031409F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03140AD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03140AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03140JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03140JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03140KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03140KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03140ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03140ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031509D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031509F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03150AD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03150AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03150JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03150JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03150KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03150KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03150ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03150ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031609D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031609F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03160AD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03160AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03160JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03160JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03160KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03160KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03160ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03160ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031709D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031709F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03170AD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03170AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03170JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03170JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03170KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03170KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03170ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03170ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031809D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031809F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03180AD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03180AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03180JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03180JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03180KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03180KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03180ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03180ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031909F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03190AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03190JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03190KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03190ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031A09F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031A0AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031A0JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031A0KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031A0ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031B09F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031B0AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031B0JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031B0KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031B0ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031C09F,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031C0AF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031C0JF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031C0KF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_031C0ZF,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03WY0JZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03WY3JZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03WY4JZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_03WYXJZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_05HY33Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_06HY33Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JH60WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JH60XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JH63WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JH63XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JH80WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JH80XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JH83WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JH83XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHD0WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHD0XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHD3WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHD3XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHF0WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHF0XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHF3WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHF3XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHL0WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHL0XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHL3WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHL3XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHM0WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHM0XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHM3WZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0JHM3XZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T130ZB,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T134ZB,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T140ZB,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T144ZB,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T16079,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1607C,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1607D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T160J9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T160JC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T160JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T160K9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T160KC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T160KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T160Z9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
