code,dataset,field,code_type,description,group,subgroup,flag
E76.0,hes_apc,diag,icd10,mucopolysaccharidosis type i,metab,storage_disorders,
E76.1,hes_apc,diag,icd10,mucopolysaccharidosis type ii,metab,storage_disorders,
E76.2,hes_apc,diag,icd10,other mucopolysaccharidoses,metab,storage_disorders,
E76.3,hes_apc,diag,icd10,mucopolysaccharidosis unspecified,metab,storage_disorders,
E85,hes_apc,diag,icd10,amyloidosis,metab,storage_disorders,
E79.1,hes_apc,diag,icd10,lesch-nyhan syndrome,metab,other [metab],
E79.8,hes_apc,diag,icd10,other disorders of purine and pyrimidine metabolism,metab,other [metab],
E80.4,hes_apc,diag,icd10,gilbert syndrome,metab,other [metab],
E80.5,hes_apc,diag,icd10,crigler-najjar syndrome,metab,other [metab],
E80.6,hes_apc,diag,icd10,other disorders of bilirubin metabolism,metab,other [metab],
E80.7,hes_apc,diag,icd10,disorder of bilirubin metabolism unspecified,metab,other [metab],
E83.0,hes_apc,diag,icd10,disorders of copper metabolism,metab,other [metab],
E83.1,hes_apc,diag,icd10,disorders of iron metabolism,metab,other [metab],
E83.3,hes_apc,diag,icd10,disorders of phosphorus metabolism and phosphatases,metab,other [metab],
E83.4,hes_apc,diag,icd10,disorders of magnesium metabolism,metab,other [metab],
D84.1,hes_apc,diag,icd10,defects in the complement system,metab,other [metab],
E88,hes_apc,diag,icd10,other metabolic disorders,metab,other [metab],
H49.8,hes_apc,diag,icd10,other paralytic strabismus,metab,other [metab],
E00.9,hes_apc,diag,icd10,congenital iodine-deficiency syndrome unspecified,metab,endocrine,
E23.0,hes_apc,diag,icd10,hypopituitarism,metab,endocrine,
E23.2,hes_apc,diag,icd10,diabetes insipidus,metab,endocrine,
E22.2,hes_apc,diag,icd10,syndrome of inappropriate secretion of antidiuretic hormone,metab,endocrine,
E23.3,hes_apc,diag,icd10,hypothalamic dysfunction not elsewhere classified,metab,endocrine,
E23.7,hes_apc,diag,icd10,disorder of pituitary gland unspecified,metab,endocrine,
E24.0,hes_apc,diag,icd10,pituitary-dependent cushing disease,metab,endocrine,
E24.2,hes_apc,diag,icd10,drug-induced cushing syndrome,metab,endocrine,
E24.3,hes_apc,diag,icd10,ectopic acth syndrome,metab,endocrine,
E24.8,hes_apc,diag,icd10,other cushing syndrome,metab,endocrine,code_truncated
E24.9,hes_apc,diag,icd10,cushing syndrome unspecified,metab,endocrine,
E25.0,hes_apc,diag,icd10,congenital adrenogenital disorders associated with enzyme deficiency,metab,endocrine,
E25.8,hes_apc,diag,icd10,other adrenogenital disorders,metab,endocrine,
E25.9,hes_apc,diag,icd10,adrenogenital disorder unspecified,metab,endocrine,
E26.8,hes_apc,diag,icd10,other hyperaldosteronism,metab,endocrine,
Z46.8,hes_apc,diag,icd10,fitting and adjustment of other specified devices,metab,devices [metab],code_truncated
Z96.4,hes_apc,diag,icd10,presence of endocrine implants,metab,devices [metab],code_truncated
Q90.9,hes_apc,diag,icd10,down syndrome unspecified,other_congen,chromo,
Q91.3,hes_apc,diag,icd10,edwards' syndrome unspecified,other_congen,chromo,
Q91.4,hes_apc,diag,icd10,trisomy 13 meiotic nondisjunction,other_congen,chromo,
Q91.7,hes_apc,diag,icd10,patau syndrome unspecified,other_congen,chromo,
Q92.8,hes_apc,diag,icd10,other specified trisomies and partial trisomies of autosomes,other_congen,chromo,
Q93,hes_apc,diag,icd10,monosomies and deletions from the autosomes not elsewhere classified,other_congen,chromo,
Q95.0,hes_apc,diag,icd10,balanced translocation and insertion in normal individual,other_congen,chromo,
Q96.9,hes_apc,diag,icd10,turner syndrome unspecified,other_congen,chromo,
Q97,hes_apc,diag,icd10,other sex chromosome abnormalities female phenotype not elsewhere classified,other_congen,chromo,
Q98,hes_apc,diag,icd10,other sex chromosome abnormalities male phenotype not elsewhere classified,other_congen,chromo,
Q99.8,hes_apc,diag,icd10,other specified chromosome abnormalities,other_congen,chromo,
Q99.9,hes_apc,diag,icd10,chromosomal abnormality unspecified,other_congen,chromo,
E34.3,hes_apc,diag,icd10,short stature not elsewhere classified,other_congen,bonejoint,
M41.0,hes_apc,diag,icd10,infantile idiopathic scoliosis,other_congen,bonejoint,
M41.2,hes_apc,diag,icd10,other idiopathic scoliosis,other_congen,bonejoint,
M41.3,hes_apc,diag,icd10,thoracogenic scoliosis,other_congen,bonejoint,code_truncated
M41.8,hes_apc,diag,icd10,other forms of scoliosis,other_congen,bonejoint,
M41.9,hes_apc,diag,icd10,scoliosis unspecified,other_congen,bonejoint,
M43.3,hes_apc,diag,icd10,recurrent atlantoaxial subluxation with myelopathy,other_congen,bonejoint,code_truncated
M96.5,hes_apc,diag,icd10,postradiation scoliosis,other_congen,bonejoint,
Q72.2,hes_apc,diag,icd10,congenital absence of both lower leg and foot,other_congen,bonejoint,
Q75.0,hes_apc,diag,icd10,craniosynostosis,other_congen,bonejoint,
Q75.2,hes_apc,diag,icd10,hypertelorism,other_congen,bonejoint,
Q75.9,hes_apc,diag,icd10,congenital malformation of skull and face bones unspecified,other_congen,bonejoint,
Q76.0,hes_apc,diag,icd10,spina bifida occulta,other_congen,bonejoint,
Q76.1,hes_apc,diag,icd10,klippel-feil syndrome,other_congen,bonejoint,
Q76.2,hes_apc,diag,icd10,congenital spondylolisthesis,other_congen,bonejoint,
Q76.4,hes_apc,diag,icd10,other congenital malformations of spine not associated with scoliosis,other_congen,bonejoint,
Q76.6,hes_apc,diag,icd10,other congenital malformations of ribs,other_congen,bonejoint,
Q76.7,hes_apc,diag,icd10,congenital malformation of sternum,other_congen,bonejoint,
Q77,hes_apc,diag,icd10,osteochondrodysplasia with defects of growth of tubular bones and spine,other_congen,bonejoint,
Q78.0,hes_apc,diag,icd10,osteogenesis imperfecta,other_congen,bonejoint,
Q78.1,hes_apc,diag,icd10,polyostotic fibrous dysplasia,other_congen,bonejoint,
Q78.2,hes_apc,diag,icd10,osteopetrosis,other_congen,bonejoint,
Q78.3,hes_apc,diag,icd10,progressive diaphyseal dysplasia,other_congen,bonejoint,
Q78.4,hes_apc,diag,icd10,enchondromatosis,other_congen,bonejoint,
Q78.8,hes_apc,diag,icd10,other specified osteochondrodysplasias,other_congen,bonejoint,
Q78.9,hes_apc,diag,icd10,osteochondrodysplasia unspecified,other_congen,bonejoint,
K44.9,hes_apc,diag,icd10,diaphragmatic hernia without obstruction or gangrene,other_congen,diaph_abdominal,
Q79.0,hes_apc,diag,icd10,congenital diaphragmatic hernia,other_congen,diaph_abdominal,
Q79.1,hes_apc,diag,icd10,other congenital malformations of diaphragm,other_congen,diaph_abdominal,
Q79.2,hes_apc,diag,icd10,exomphalos,other_congen,diaph_abdominal,
Q79.3,hes_apc,diag,icd10,gastroschisis,other_congen,diaph_abdominal,
Q79.4,hes_apc,diag,icd10,prune belly syndrome,other_congen,diaph_abdominal,
Q79.5,hes_apc,diag,icd10,other congenital malformations of abdominal wall,other_congen,diaph_abdominal,
Q79.9,hes_apc,diag,icd10,congenital malformation of musculoskeletal system unspecified,other_congen,diaph_abdominal,
Q81,hes_apc,diag,icd10,epidermolysis bullosa,other_congen,other [other_congen],
Q87.1,hes_apc,diag,icd10,congenital malformation syndromes predominantly associated with short stature,other_congen,other [other_congen],
Q87.2,hes_apc,diag,icd10,congenital malformation syndromes predominantly involving limbs,other_congen,other [other_congen],
Q87.3,hes_apc,diag,icd10,congenital malformation syndromes involving early overgrowth,other_congen,other [other_congen],
Q87.4,hes_apc,diag,icd10,marfan syndrome,other_congen,other [other_congen],code_truncated
Q87.8,hes_apc,diag,icd10,other specified congenital malformation syndromes not elsewhere classified,other_congen,other [other_congen],code_truncated
Q89.7,hes_apc,diag,icd10,multiple congenital malformations not elsewhere classified,other_congen,other [other_congen],
Q89.9,hes_apc,diag,icd10,congenital malformation unspecified,other_congen,other [other_congen],
Q99.2,hes_apc,diag,icd10,fragile x chromosome,other_congen,other [other_congen],
C00,hes_apc,diag,icd10,malignant neoplasm of lip,malignancy,neoplasms,
C01,hes_apc,diag,icd10,malignant neoplasm of base of tongue,malignancy,neoplasms,
C02,hes_apc,diag,icd10,malignant neoplasm of other and unspecified parts of tongue,malignancy,neoplasms,
C03,hes_apc,diag,icd10,malignant neoplasm of gum,malignancy,neoplasms,
C04,hes_apc,diag,icd10,malignant neoplasm of floor of mouth,malignancy,neoplasms,
C05,hes_apc,diag,icd10,malignant neoplasm of palate,malignancy,neoplasms,
C06,hes_apc,diag,icd10,malignant neoplasm of other and unspecified parts of mouth,malignancy,neoplasms,
C07,hes_apc,diag,icd10,malignant neoplasm of parotid gland,malignancy,neoplasms,
C08,hes_apc,diag,icd10,malignant neoplasm of other and unspecified major salivary glands,malignancy,neoplasms,
C09,hes_apc,diag,icd10,malignant neoplasm of tonsil,malignancy,neoplasms,
C10,hes_apc,diag,icd10,malignant neoplasm of oropharynx,malignancy,neoplasms,
C11,hes_apc,diag,icd10,malignant neoplasm of nasopharynx,malignancy,neoplasms,
C12,hes_apc,diag,icd10,malignant neoplasm of piriform sinus,malignancy,neoplasms,
C13,hes_apc,diag,icd10,malignant neoplasm of hypopharynx,malignancy,neoplasms,
C14,hes_apc,diag,icd10,malignant neoplasm of other and ill-defined sites in the lip oral cavity and pharynx,malignancy,neoplasms,
C15,hes_apc,diag,icd10,malignant neoplasm of oesophagus,malignancy,neoplasms,
C16,hes_apc,diag,icd10,malignant neoplasm of stomach,malignancy,neoplasms,
C17,hes_apc,diag,icd10,malignant neoplasm of small intestine,malignancy,neoplasms,
C18,hes_apc,diag,icd10,malignant neoplasm of colon,malignancy,neoplasms,
C19,hes_apc,diag,icd10,malignant neoplasm of rectosigmoid junction,malignancy,neoplasms,
C20,hes_apc,diag,icd10,malignant neoplasm of rectum,malignancy,neoplasms,
C21,hes_apc,diag,icd10,malignant neoplasm of anus and anal canal,malignancy,neoplasms,
C22,hes_apc,diag,icd10,malignant neoplasm of liver and intrahepatic bile ducts,malignancy,neoplasms,
C23,hes_apc,diag,icd10,malignant neoplasm of gallbladder,malignancy,neoplasms,
C24,hes_apc,diag,icd10,malignant neoplasm of other and unspecified parts of biliary tract,malignancy,neoplasms,
C25,hes_apc,diag,icd10,malignant neoplasm of pancreas,malignancy,neoplasms,
C26,hes_apc,diag,icd10,malignant neoplasm of other and ill-defined digestive organs,malignancy,neoplasms,
C30,hes_apc,diag,icd10,malignant neoplasm of nasal cavity and middle ear,malignancy,neoplasms,
C31,hes_apc,diag,icd10,malignant neoplasm of accessory sinuses,malignancy,neoplasms,
C32,hes_apc,diag,icd10,malignant neoplasm of larynx,malignancy,neoplasms,
C33,hes_apc,diag,icd10,malignant neoplasm of trachea,malignancy,neoplasms,
C34,hes_apc,diag,icd10,malignant neoplasm of bronchus and lung,malignancy,neoplasms,
C37,hes_apc,diag,icd10,malignant neoplasm of thymus,malignancy,neoplasms,
C38,hes_apc,diag,icd10,malignant neoplasm of heart mediastinum and pleura,malignancy,neoplasms,
C39,hes_apc,diag,icd10,malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,malignancy,neoplasms,
C40,hes_apc,diag,icd10,malignant neoplasm of bone and articular cartilage of limbs,malignancy,neoplasms,
C41,hes_apc,diag,icd10,malignant neoplasm of bone and articular cartilage of other and unspecified sites,malignancy,neoplasms,
C43,hes_apc,diag,icd10,malignant melanoma of skin,malignancy,neoplasms,
C44,hes_apc,diag,icd10,other malignant neoplasms of skin,malignancy,neoplasms,
C45,hes_apc,diag,icd10,mesothelioma,malignancy,neoplasms,
C46,hes_apc,diag,icd10,kaposi sarcoma,malignancy,neoplasms,
C47,hes_apc,diag,icd10,malignant neoplasm of peripheral nerves and autonomic nervous system,malignancy,neoplasms,
C48,hes_apc,diag,icd10,malignant neoplasm of retroperitoneum and peritoneum,malignancy,neoplasms,
C49,hes_apc,diag,icd10,malignant neoplasm of other connective and soft tissue,malignancy,neoplasms,
C50,hes_apc,diag,icd10,malignant neoplasm of breast,malignancy,neoplasms,
C51,hes_apc,diag,icd10,malignant neoplasm of vulva,malignancy,neoplasms,
C52,hes_apc,diag,icd10,malignant neoplasm of vagina,malignancy,neoplasms,
C53,hes_apc,diag,icd10,malignant neoplasm of cervix uteri,malignancy,neoplasms,
C54,hes_apc,diag,icd10,malignant neoplasm of corpus uteri,malignancy,neoplasms,
C55,hes_apc,diag,icd10,malignant neoplasm of uterus part unspecified,malignancy,neoplasms,
C56,hes_apc,diag,icd10,malignant neoplasm of ovary,malignancy,neoplasms,
C57,hes_apc,diag,icd10,malignant neoplasm of other and unspecified female genital organs,malignancy,neoplasms,
C58,hes_apc,diag,icd10,malignant neoplasm of placenta,malignancy,neoplasms,
C60,hes_apc,diag,icd10,malignant neoplasm of penis,malignancy,neoplasms,
C61,hes_apc,diag,icd10,malignant neoplasm of prostate,malignancy,neoplasms,
C62,hes_apc,diag,icd10,malignant neoplasm of testis,malignancy,neoplasms,
C63,hes_apc,diag,icd10,malignant neoplasm of other and unspecified male genital organs,malignancy,neoplasms,
C64,hes_apc,diag,icd10,malignant neoplasm of kidney except renal pelvis,malignancy,neoplasms,
C65,hes_apc,diag,icd10,malignant neoplasm of renal pelvis,malignancy,neoplasms,
C66,hes_apc,diag,icd10,malignant neoplasm of ureter,malignancy,neoplasms,
C67,hes_apc,diag,icd10,malignant neoplasm of bladder,malignancy,neoplasms,
C68,hes_apc,diag,icd10,malignant neoplasm of other and unspecified urinary organs,malignancy,neoplasms,
C69,hes_apc,diag,icd10,malignant neoplasm of eye and adnexa,malignancy,neoplasms,
C70,hes_apc,diag,icd10,malignant neoplasm of meninges,malignancy,neoplasms,
C71,hes_apc,diag,icd10,malignant neoplasm of brain,malignancy,neoplasms,
C72,hes_apc,diag,icd10,malignant neoplasm of spinal cord cranial nerves and other parts of central nervous system,malignancy,neoplasms,
C73,hes_apc,diag,icd10,malignant neoplasm of thyroid gland,malignancy,neoplasms,
C74,hes_apc,diag,icd10,malignant neoplasm of adrenal gland,malignancy,neoplasms,
C75,hes_apc,diag,icd10,malignant neoplasm of other endocrine glands and related structures,malignancy,neoplasms,
C76,hes_apc,diag,icd10,malignant neoplasm of other and ill-defined sites,malignancy,neoplasms,
C77,hes_apc,diag,icd10,secondary and unspecified malignant neoplasm of lymph nodes,malignancy,neoplasms,
C78,hes_apc,diag,icd10,secondary malignant neoplasm of respiratory and digestive organs,malignancy,neoplasms,
C79,hes_apc,diag,icd10,secondary malignant neoplasm of other and unspecified sites,malignancy,neoplasms,
C80,hes_apc,diag,icd10,malignant neoplasm without specification of site,malignancy,neoplasms,
C81,hes_apc,diag,icd10,hodgkin lymphoma,malignancy,neoplasms,
C82,hes_apc,diag,icd10,follicular lymphoma,malignancy,neoplasms,
C83,hes_apc,diag,icd10,non-follicular lymphoma,malignancy,neoplasms,
C84,hes_apc,diag,icd10,mature t/nk-cell lymphomas,malignancy,neoplasms,
C85,hes_apc,diag,icd10,other and unspecified types of non-hodgkin lymphoma,malignancy,neoplasms,
C86,hes_apc,diag,icd10,other specified types of t/nk-cell lymphoma,malignancy,neoplasms,
C88,hes_apc,diag,icd10,malignant immunoproliferative diseases,malignancy,neoplasms,
C90,hes_apc,diag,icd10,multiple myeloma and malignant plasma cell neoplasms,malignancy,neoplasms,
C91,hes_apc,diag,icd10,lymphoid leukaemia,malignancy,neoplasms,
C92,hes_apc,diag,icd10,myeloid leukaemia,malignancy,neoplasms,
C93,hes_apc,diag,icd10,monocytic leukaemia,malignancy,neoplasms,
C94,hes_apc,diag,icd10,other leukaemias of specified cell type,malignancy,neoplasms,
C95,hes_apc,diag,icd10,leukaemia of unspecified cell type,malignancy,neoplasms,
C96,hes_apc,diag,icd10,other and unspecified malignant neoplasms of lymphoid haematopoietic and related tissue,malignancy,neoplasms,
D01,hes_apc,diag,icd10,carcinoma in situ of other and unspecified digestive organs,malignancy,neoplasms,
D02,hes_apc,diag,icd10,carcinoma in situ of middle ear and respiratory system,malignancy,neoplasms,
D03,hes_apc,diag,icd10,melanoma in situ,malignancy,neoplasms,
D04,hes_apc,diag,icd10,carcinoma in situ of skin,malignancy,neoplasms,
D05,hes_apc,diag,icd10,carcinoma in situ of breast,malignancy,neoplasms,
D06,hes_apc,diag,icd10,carcinoma in situ of cervix uteri,malignancy,neoplasms,
D07,hes_apc,diag,icd10,carcinoma in situ of other and unspecified genital organs,malignancy,neoplasms,
D09,hes_apc,diag,icd10,carcinoma in situ of other and unspecified sites,malignancy,neoplasms,
D37,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,malignancy,neoplasms,
D38,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,malignancy,neoplasms,
D39,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of female genital organs,malignancy,neoplasms,
D40,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of male genital organs,malignancy,neoplasms,
D41,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of urinary organs,malignancy,neoplasms,
D42,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of meninges,malignancy,neoplasms,
D43,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of brain and central nervous system,malignancy,neoplasms,
D44,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of endocrine glands,malignancy,neoplasms,
D45,hes_apc,diag,icd10,polycythaemia vera,malignancy,neoplasms,
D46,hes_apc,diag,icd10,myelodysplastic syndromes,malignancy,neoplasms,
D47,hes_apc,diag,icd10,other neoplasms of uncertain or unknown behaviour of lymphoid haematopoietic and related tissue,malignancy,neoplasms,
D48,hes_apc,diag,icd10,neoplasm of uncertain or unknown behaviour of other and unspecified sites,malignancy,neoplasms,
Q85.0,hes_apc,diag,icd10,neurofibromatosis (nonmalignant),malignancy,neoplasms,
T86.0,hes_apc,diag,icd10,bone-marrow transplant rejection,malignancy,transplantation [malignancy],code_truncated
Z94.8,hes_apc,diag,icd10,other transplanted organ and tissue status,malignancy,transplantation [malignancy],code_truncated
P05.0,hes_apc,diag,icd10,light for gestational age,prem_neonatal,fet_malnutrition,code_truncated
P05.1,hes_apc,diag,icd10,small for gestational age,prem_neonatal,fet_malnutrition,code_truncated
P05.2,hes_apc,diag,icd10,fetal malnutrition without mention of light or small for gestational age,prem_neonatal,fet_malnutrition,
P05.9,hes_apc,diag,icd10,slow fetal growth unspecified,prem_neonatal,fet_malnutrition,
P07.0,hes_apc,diag,icd10,extremely low birth weight,prem_neonatal,extr_immaturity,code_truncated
P07.2,hes_apc,diag,icd10,extreme immaturity,prem_neonatal,extr_immaturity,code_truncated
P10.0,hes_apc,diag,icd10,subdural haemorrhage due to birth injury,prem_neonatal,cerebral_hem,
P10.1,hes_apc,diag,icd10,cerebral haemorrhage due to birth injury,prem_neonatal,cerebral_hem,
P10.4,hes_apc,diag,icd10,tentorial tear due to birth injury,prem_neonatal,cerebral_hem,
P52.4,hes_apc,diag,icd10,intracerebral (nontraumatic) haemorrhage of fetus and newborn,prem_neonatal,cerebral_hem,
P52.8,hes_apc,diag,icd10,other intracranial (nontraumatic) haemorrhages of fetus and newborn,prem_neonatal,cerebral_hem,
P11.5,hes_apc,diag,icd10,birth injury to spine and spinal cord,prem_neonatal,spinalcord_inj,
P21.0,hes_apc,diag,icd10,severe birth asphyxia,prem_neonatal,asphyxia,
P21.9,hes_apc,diag,icd10,birth asphyxia unspecified,prem_neonatal,asphyxia,
P25.0,hes_apc,diag,icd10,interstitial emphysema originating in the perinatal period,prem_neonatal,resp_dis [prem_neonatal],
P25.1,hes_apc,diag,icd10,pneumothorax originating in the perinatal period,prem_neonatal,resp_dis [prem_neonatal],
P25.3,hes_apc,diag,icd10,pneumopericardium originating in the perinatal period,prem_neonatal,resp_dis [prem_neonatal],
P25.8,hes_apc,diag,icd10,other conditions related to interstitial emphysema originating in the perinatal period,prem_neonatal,resp_dis [prem_neonatal],
P27.0,hes_apc,diag,icd10,wilson-mikity syndrome,prem_neonatal,resp_dis [prem_neonatal],
P27.1,hes_apc,diag,icd10,bronchopulmonary dysplasia originating in the perinatal period,prem_neonatal,resp_dis [prem_neonatal],
P27.8,hes_apc,diag,icd10,other chronic respiratory diseases originating in the perinatal period,prem_neonatal,resp_dis [prem_neonatal],
P25.2,hes_apc,diag,icd10,pneumomediastinum originating in the perinatal period,prem_neonatal,resp_dis [prem_neonatal],
P91.6,hes_apc,diag,icd10,hypoxic ischaemic encephalopathy of newborn,prem_neonatal,hyp_encephalopathy,
P35.0,hes_apc,diag,icd10,congenital rubella syndrome,prem_neonatal,other [prem_neonatal],
P35.1,hes_apc,diag,icd10,congenital cytomegalovirus infection,prem_neonatal,other [prem_neonatal],
P25.2,hes_apc,diag,icd10,pneumomediastinum originating in the perinatal period,prem_neonatal,other [prem_neonatal],code_truncated
P56.0,hes_apc,diag,icd10,hydrops fetalis due to isoimmunization,prem_neonatal,other [prem_neonatal],
P57.0,hes_apc,diag,icd10,kernicterus due to isoimmunization,prem_neonatal,other [prem_neonatal],
P57.8,hes_apc,diag,icd10,other specified kernicterus,prem_neonatal,other [prem_neonatal],
P61.3,hes_apc,diag,icd10,congenital anaemia from fetal blood loss,prem_neonatal,other [prem_neonatal],
P61.4,hes_apc,diag,icd10,other congenital anaemias not elsewhere classified,prem_neonatal,other [prem_neonatal],
P83.2,hes_apc,diag,icd10,hydrops fetalis not due to haemolytic disease,prem_neonatal,other [prem_neonatal],
P91.2,hes_apc,diag,icd10,neonatal cerebral leukomalacia,prem_neonatal,other [prem_neonatal],
T84.0,hes_apc,diag,icd10,mechanical complication of internal joint prosthesis,misc,devices [misc],code_truncated
T84.4,hes_apc,diag,icd10,mechanical complication of other internal orthopaedic devices implants and grafts,misc,devices [misc],code_truncated
T84.1,hes_apc,diag,icd10,mechanical complication of internal fixation device of bones of limb,misc,devices [misc],code_truncated
T84.5,hes_apc,diag,icd10,infection and inflammatory reaction due to internal joint prosthesis,misc,devices [misc],code_truncated
T84.6,hes_apc,diag,icd10,infection and inflammatory reaction due to internal fixation device [any site],misc,devices [misc],code_truncated
T84.7,hes_apc,diag,icd10,infection and inflammatory reaction due to other internal orthopaedic prosthetic devices implants and grafts,misc,devices [misc],code_truncated
T86.9,hes_apc,diag,icd10,failure and rejection of unspecified transplanted organ and tissue,misc,devices [misc],code_truncated
T86.1,hes_apc,diag,icd10,kidney transplant failure and rejection,misc,devices [misc],code_truncated
T86.4,hes_apc,diag,icd10,liver transplant failure and rejection,misc,devices [misc],code_truncated
T86.2,hes_apc,diag,icd10,heart transplant failure and rejection,misc,devices [misc],code_truncated
T86.8,hes_apc,diag,icd10,failure and rejection of other transplanted organs and tissues,misc,devices [misc],code_truncated
T86.0,hes_apc,diag,icd10,bone-marrow transplant rejection,misc,devices [misc],code_truncated
T87.0,hes_apc,diag,icd10,complications of reattached (part of) upper extremity,misc,devices [misc],code_truncated
T87.1,hes_apc,diag,icd10,complications of reattached (part of) lower extremity,misc,devices [misc],code_truncated
T87.2,hes_apc,diag,icd10,complications of other reattached body part,misc,devices [misc],code_truncated
Y83.1,hes_apc,diag,icd10,surgical operation with implant of artificial internal device,misc,devices [misc],
Y83.3,hes_apc,diag,icd10,surgical operation with formation of external stoma,misc,devices [misc],
Z99.8,hes_apc,diag,icd10,dependence on other enabling machines and devices,misc,devices [misc],code_truncated
